-2.720164537429809570e+00,8.176348209381103516e-01,-1.862101674079895020e+00,-6.274414062500000000e-01
-2.582185566425323486e-01,-2.003601312637329102e+00,-6.403156518936157227e-01,-2.042363584041595459e-01
-4.796458035707473755e-02,5.370030999183654785e-01,9.966838359832763672e-01,9.661597609519958496e-01
-1.405261635780334473e+00,-4.452687501907348633e-01,-5.495796203613281250e-01,5.796406269073486328e-01
8.137719631195068359e-01,5.665301680564880371e-01,7.769273519515991211e-01,-1.062652826309204102e+00
-1.274257779121398926e+00,5.792925357818603516e-01,-5.907565355300903320e-01,1.273255348205566406e-01
8.565687537193298340e-01,5.554484128952026367e-01,1.387099981307983398e+00,2.355272769927978516e+00
-3.017657697200775146e-01,-6.359090209007263184e-01,-6.063493490219116211e-01,-6.424103379249572754e-01
5.663377642631530762e-01,9.672493934631347656e-01,-2.465968728065490723e-01,1.379712224006652832e+00
6.850799322128295898e-01,1.921806812286376953e+00,-5.426057577133178711e-01,1.066965818405151367e+00
-3.016246855258941650e-01,-6.728624701499938965e-01,-1.503112614154815674e-01,-3.402728438377380371e-01
-1.176598072052001953e+00,-1.921196222305297852e+00,3.912001848220825195e-03,1.351988196372985840e+00
-1.145442247390747070e+00,-1.207401990890502930e+00,4.803655296564102173e-02,4.730477035045623779e-01
1.538217812776565552e-01,-4.585601389408111572e-01,6.116784811019897461e-01,2.525748014450073242e-01
2.225355207920074463e-01,-1.907749623060226440e-01,-4.509136974811553955e-01,3.568396270275115967e-01
1.342528760433197021e-01,7.484719157218933105e-01,2.149016141891479492e+00,-1.311408281326293945e+00
-1.059044003486633301e+00,1.880173385143280029e-01,5.921379104256629944e-02,-5.691094398498535156e-01
-9.796864986419677734e-01,-2.001297950744628906e+00,-3.100735545158386230e-01,-8.242648839950561523e-02
-1.648346066474914551e+00,3.214325904846191406e-01,-6.128112077713012695e-01,-8.259098529815673828e-01
1.172067999839782715e+00,-5.547960400581359863e-01,-4.580083116888999939e-02,1.227388143539428711e+00
-1.345989704132080078e-01,4.792714118957519531e-01,-8.443233966827392578e-01,-9.831499457359313965e-01
-6.734920293092727661e-02,2.523350119590759277e-01,-9.441284537315368652e-01,-9.984626770019531250e-01
-4.698287844657897949e-01,1.129016876220703125e+00,-1.080734848976135254e+00,1.388073414564132690e-01
-1.053244948387145996e+00,1.936670541763305664e+00,-5.537595152854919434e-01,-1.269863963127136230e+00
-1.408408135175704956e-01,-5.221384763717651367e-01,-1.213233709335327148e+00,-5.943974852561950684e-01
1.381753921508789062e+00,-2.103861272335052490e-01,-3.694818615913391113e-01,8.045310378074645996e-01
-4.310268461704254150e-01,9.310719370841979980e-02,7.000398039817810059e-01,2.065385282039642334e-01
1.131081581115722656e+00,-2.010890096426010132e-01,2.419970035552978516e-01,8.022189140319824219e-01
1.094869256019592285e+00,1.001680016517639160e+00,2.994312345981597900e-01,-9.857103228569030762e-02
1.311315298080444336e+00,-1.699499189853668213e-01,5.446628928184509277e-01,5.497993230819702148e-01
-1.063808202743530273e+00,-1.945481300354003906e-01,-1.225551515817642212e-01,1.100756168365478516e+00
